occupation_id,category,specialty,nhs_band
551,Medical & Dental,Paediatric Consultant,
552,Medical & Dental,Acute Medicine,Specialty Doctor
553,Medical & Dental,Community Mental Health Team West,Consultant
554,Medical & Dental,Consultant Anaesthetic special interest in Pre-assessment UGI and Neurosurgery,Consultant
555,Medical & Dental,Paediatric Rheumatology,Doctor - Other
556,Medical & Dental,Acute & Geriatric Medicine,
557,Medical & Dental,Breast,Consultant
558,Medical & Dental,Older Adult Psychiatry,Specialty Doctor
559,Medical & Dental,Stroke Medicine and Thrombolysis/Thrombectomy,Consultant
560,Medical & Dental,Obsterics and Gynaecology,
561,Medical & Dental,Elderly Medicine,Consultant
562,Medical & Dental,Stroke Services,Consultant
563,Medical & Dental,Hepatology,Consultant
564,Medical & Dental,Inclusion Health,
565,Medical & Dental,General Surgery,Foundation Doctor
566,Medical & Dental,Orthopaedics,
567,Medical & Dental,Neurology,
568,Medical & Dental,Corporate Services,Doctor - Other
569,Medical & Dental,Paediatric Haematology,Consultant
570,Medical & Dental,Haematology,Specialty Doctor
571,Medical & Dental,Clinical Research Network - Eastern,Consultant
572,Medical & Dental,GI Surgery,Doctor - Other
573,Medical & Dental,Paediatric Gastroenterology,Consultant
574,Medical & Dental,AEC,
575,Medical & Dental,"Anaesthetic, Critical Care & Theatres",Doctor - Other
576,Medical & Dental,Vascular,Specialty Doctor
577,Medical & Dental,Vascular,
578,Medical & Dental,Oncology and Haematology,
579,Medical & Dental,Ear Nose and Throat,
580,Medical & Dental,General Anaesthesia,Consultant
581,Medical & Dental,Oral surgery,Consultant
582,Medical & Dental,Adolescent Outreach Team,Consultant
583,Medical & Dental,Thoracic Medicine,Consultant
584,Medical & Dental,Clinical Delivery,Consultant
585,Medical & Dental,Research Fellow,
586,Medical & Dental,Community Mental Health Services,Consultant
587,Medical & Dental,General and Acute Medicine,Specialty Registrar
588,Medical & Dental,Community Child Health/Paediatric Neurodisability,
589,Medical & Dental,Dental,Foundation Doctor
590,Medical & Dental,Acute Internal Medicine,Consultant
591,Medical & Dental,Access and Urgent Care Services,
592,Medical & Dental,Core Medicine,
593,Medical & Dental,Breast Radiology,Consultant
594,Medical & Dental,Oncology/Acute medicine,Specialty Registrar
595,Medical & Dental,Medical Oncology,Consultant
596,Medical & Dental,Colorectal Surgery,Doctor - Other
597,Medical & Dental,Histopathologist,Consultant
598,Medical & Dental,Rehabilitation & Complex Home Ventilation,Consultant
599,Medical & Dental,CAMHS Learning Disabilities,Consultant
600,Medical & Dental,Networked Services Division,Specialty Doctor
601,Medical & Dental,Learning Disabilities,Specialty Doctor
602,Medical & Dental,Paediatric Cardiology,Consultant
603,Medical & Dental,EMERGENCY DEPARTMENT,Doctor - Other
604,Medical & Dental,Any Physician specialty,Specialty Registrar
605,Medical & Dental,Grown–up Congenital Heart Disease,Doctor - Other
606,Medical & Dental,Education Teaching Fellow,
607,Medical & Dental,Paediatric Intensive Care,
608,Medical & Dental,Health Services Research,
609,Medical & Dental,Clinical Genetics,
610,Medical & Dental,Physiotherapy,7
611,Medical & Dental,radiology,
612,Medical & Dental,Doctor,Doctor - Other
613,Medical & Dental,Haematology,
614,Medical & Dental,Geriatrics,Consultant
615,Medical & Dental,Paediatric radiology,
616,Medical & Dental,"Body, Bones and Mind",Consultant
617,Medical & Dental,Old Age Psychiatry,
618,Medical & Dental,ENT,Specialty Registrar
619,Medical & Dental,Obs & Gynae,Specialty Doctor
620,Medical & Dental,Intensive Care and Anaesthesia,
621,Medical & Dental,Surgical Services,Consultant
622,Medical & Dental,Integrated Care Group,Consultant
623,Medical & Dental,Rotational - 4 month rotations,Doctor - Other
624,Medical & Dental,Obstetric and Gynaecology,Foundation Doctor
625,Medical & Dental,Acute Adult Inpatient Mental Health,
626,Medical & Dental,Contraception and Sexual Health,Specialty Doctor
627,Medical & Dental,Consultant in Later Life Psychiatry,
628,Medical & Dental,Orthopaedics,Specialty Doctor
629,Medical & Dental,General Adult Psychiatry,
630,Medical & Dental,General Surgery and Urology,Specialty Registrar
631,Medical & Dental,Breast & Endocrine Surgery,Consultant
632,Medical & Dental,Family Health,Specialty Registrar
633,Medical & Dental,Vascular surgery,
634,Medical & Dental,Medicine/Surgery,
635,Medical & Dental,Colorectal,
636,Medical & Dental,Chemical Pathology,
637,Medical & Dental,Community Care,Specialty Doctor
638,Medical & Dental,Clinical Diagnostic and Support Services,Specialty Doctor
639,Medical & Dental,Elective Orthopaedics,Doctor - Other
640,Medical & Dental,Intensive Care Unit,Specialty Registrar
641,Medical & Dental,Obstetrics and Gynaecology,Foundation Doctor
642,Medical & Dental,"Ear, Nose, Throat",
643,Medical & Dental,Urgent and Unscheduled Care,
644,Medical & Dental,Ear Nose & Throat,Specialty Registrar
645,Medical & Dental,Pathology,
646,Medical & Dental,General Surgery/Trauma and Orthopaedics/Urology,
647,Medical & Dental,Public Health,Specialty Registrar
648,Medical & Dental,MSK,Specialty Registrar
649,Medical & Dental,Liaison,Consultant
650,Medical & Dental,Medical HDU,Specialty Registrar
651,Medical & Dental,GUM/HIV,Specialty Registrar
652,Medical & Dental,Trauma,Specialty Registrar
653,Medical & Dental,Geriatric Medicine,Consultant
654,Medical & Dental,ASD / LD,Specialty Doctor
655,Medical & Dental,Paliative Care,
656,Medical & Dental,"Electrophysiology, Cardiology",
657,Medical & Dental,General Practce/Medical Centre,
658,Medical & Dental,Locum Consultant Geriatrics,Consultant
659,Medical & Dental,GP Partner,
660,Medical & Dental,Obstetrics and Gynaecology,Specialty Doctor
661,Medical & Dental,Planned Care,
662,Medical & Dental,Respiratory Medicine/Cardiology,Consultant
663,Medical & Dental,General and Specialist Medicine,Specialty Doctor
664,Medical & Dental,Paediatric Neurology,Consultant
665,Medical & Dental,General Practice - Primary Care - Clinical Lead,Doctor - Other
666,Medical & Dental,Consultant in Palliative Medicine,
667,Medical & Dental,Community Treatment Team,Consultant
668,Medical & Dental,Anaesthetic,Consultant
669,Medical & Dental,Diabetes and Endocrine,
670,Medical & Dental,General Adult Psychiatry,Specialty Registrar
671,Medical & Dental,Consultant in General Anaesthesia with a specialist interest in Obstetric Anaesthesia,Consultant
672,Medical & Dental,Cardiology,Specialty Doctor
673,Medical & Dental,,Foundation Doctor
674,Medical & Dental,anaesthetics,
675,Medical & Dental,Adult Mental Health,
676,Medical & Dental,Palliative Care,
677,Medical & Dental,"Locum Consultant Paediatrician, BHH",Consultant
678,Medical & Dental,Consultant ENT Surgeon,Consultant
679,Medical & Dental,AMH Low Secure Hospital/Autistic Spectrum Conditions/Forensic Mental Health,Consultant
680,Medical & Dental,Maternity,Doctor - Other
681,Medical & Dental,Spinal Surgery,Doctor - Other
682,Medical & Dental,Oncology,Specialty Registrar
683,Medical & Dental,Palliative,
684,Medical & Dental,Major Trauma Rehabilitation,Doctor - Other
685,Medical & Dental,Psychiatrist,
686,Medical & Dental,Clinical Radiology,Consultant
687,Medical & Dental,Clinical Fellow (ST3+),Doctor - Other
688,Medical & Dental,Paediatric,Specialty Doctor
689,Medical & Dental,Rhinology Fellow,Specialty Doctor
690,Medical & Dental,Clinical Pharmacology with Acute Medicine,Consultant
691,Medical & Dental,Community Paediatrics,Specialty Doctor
692,Medical & Dental,Trauma and orthopaedics,Consultant
693,Medical & Dental,"GI, gynaecological and urological imaging",Consultant
694,Medical & Dental,Opthalmology,
695,Medical & Dental,Endoscopy,
696,Medical & Dental,Clinical Diagnostic & Support Services,
697,Medical & Dental,Consultant Paediatric Ophthalmologist,Consultant
698,Medical & Dental,Hepatobiliary (HPB) Surgery,Doctor - Other
699,Medical & Dental,Cardiac Radiology,Specialty Registrar
700,Medical & Dental,Histopathology Fellow,Doctor - Other
701,Medical & Dental,Gastroenterology/General Medicine,
702,Medical & Dental,Neurology,Specialty Registrar
703,Medical & Dental,"Consultant Radiologist, with specialist interest in Diagnostic Cross Sectional and Acute Pathway Imaging (6 months)",
704,Medical & Dental,Accident and Emergency (Emergency Department),
705,Medical & Dental,Special Care Dentistry,
706,Medical & Dental,Paediatric Palliative Medicine,Consultant
707,Medical & Dental,Stroke Medicine,
708,Medical & Dental,Salaried with view to Partnership,
709,Medical & Dental,Orthogeriatrics,
710,Medical & Dental,General Adult Psychiatry ICMP,Specialty Registrar
711,Medical & Dental,Older Persons Consultant Psychiatrist,
712,Medical & Dental,All Specialties,
713,Medical & Dental,R&D Directorate,
714,Medical & Dental,Consultant Vascular Interventional Radiologist,Consultant
715,Medical & Dental,Vascular and Endovascular Surgery,
716,Medical & Dental,Head and Neck Fellow;,Specialty Doctor
717,Medical & Dental,Emergency Department,Specialty Registrar
718,Medical & Dental,Medicine specialties,
719,Medical & Dental,Surgery,Consultant
720,Medical & Dental,Accident & Emergency,
721,Medical & Dental,Paediatric Infectious Diseases/Immunology,Doctor - Other
722,Medical & Dental,Interest in neuro-oncology and CNS late effects,Consultant
723,Medical & Dental,Obstetrics & Gynaecology,Specialty Doctor
724,Medical & Dental,Ambulatory Medicine,Consultant
725,Medical & Dental,Clinical Trials/ Pharmaceutical Medicine,Specialty Registrar
726,Medical & Dental,Intensive Care Medicine,Consultant
727,Medical & Dental,Trauma and Orthopaedics,Doctor - Other
728,Medical & Dental,Adult Community Mental Health Division,Specialty Doctor
729,Medical & Dental,Vascular Surgery( ST3+Level),
730,Medical & Dental,Medical and Dental,Consultant
731,Medical & Dental,Trauma Surgery,
732,Medical & Dental,Rhinology,
733,Medical & Dental,Division of Surgery,Consultant
734,Medical & Dental,Respiratory & General medicine,
735,Medical & Dental,Trauma & Orthopaedics,Specialty Doctor
736,Medical & Dental,Vascular Surgery,Doctor - Other
737,Medical & Dental,Care of Elderly,
738,Medical & Dental,Inpatient/Crisis,Consultant
739,Medical & Dental,Liaison Team,Consultant
740,Medical & Dental,OMFS,Consultant
741,Medical & Dental,Orthopaedics,Specialty Registrar
742,Medical & Dental,Consultant General Surgeon with special interest in Upper GI and Emergency Surgery,Consultant
743,Medical & Dental,Gastroenterology – Endoscopy - ERCP,Specialty Registrar
744,Medical & Dental,,6
745,Medical & Dental,Emergency medicine,
746,Medical & Dental,Nodal Point -4,Specialty Registrar
747,Medical & Dental,Specialist Medicine,Consultant
748,Medical & Dental,Clinical Fellow,Doctor - Other
749,Medical & Dental,Severe Respiratory and Intensive Care Medicine,Specialty Registrar
750,Medical & Dental,Amputee Rehabilitation,
751,Medical & Dental,Diabetes/Endocrinology,Specialty Registrar
752,Medical & Dental,Infectious Diseases,Consultant
753,Medical & Dental,MICROBIOLOGY,Consultant
754,Medical & Dental,Surgery and Anaesthetics,Specialty Registrar
755,Medical & Dental,Perinatal,Specialty Doctor
756,Medical & Dental,Neurosurgery,Specialty Registrar
757,Medical & Dental,Otolaryngology,Specialty Registrar
758,Medical & Dental,Integrated Medicine & Community CBU,Consultant
759,Medical & Dental,Maternity Services,Consultant
760,Medical & Dental,Intensive Care and Anaesthesia,Doctor - Other
761,Medical & Dental,SAFE Centre Sexual Offence Examiner (Doctor),Doctor - Other
762,Medical & Dental,Medical Psychiatry,Consultant
763,Medical & Dental,UGI Surgery,Consultant
764,Medical & Dental,Upper GI Surgery,Specialty Doctor
765,Medical & Dental,Childrens (North),
766,Medical & Dental,Otolaryngology,Specialty Doctor
767,Medical & Dental,Aquired Brain Injury/Neurological Rehabilitation,
768,Medical & Dental,Anaesthetics and ICU,Specialty Doctor
769,Medical & Dental,Diabetes & Endo,Consultant
770,Medical & Dental,YC72,Consultant
771,Medical & Dental,vascular surgery,
772,Medical & Dental,Post 1 - Breast/Gynae and Post 2 - Head & Neck / Lymphoma / UGI,Consultant
773,Medical & Dental,SSC,Consultant
774,Medical & Dental,General Medicine/Respiratory,Consultant
775,Medical & Dental,"Sheffield, South Yorkshire",Consultant
776,Medical & Dental,Liver Transplant & Hepatobiliary,Consultant
777,Medical & Dental,Medical Care Clinical Business Unit,Consultant
778,Medical & Dental,GP Practice/Medical Centre,
779,Medical & Dental,WITH SPECIAL INTEREST IN PAEDIATRIC EM,Consultant
780,Medical & Dental,WITH SPECIAL INTEREST IN MENTAL HEALTH IN EM,Consultant
781,Medical & Dental,Urology,Specialty Doctor
782,Medical & Dental,Consultant in Cardiology (Complex Devices),Consultant
783,Medical & Dental,Adult Community Mental Health Team,Specialty Doctor
784,Medical & Dental,WITH SPECIAL INTEREST IN EM RESEARCH,Consultant
785,Medical & Dental,WITH SPECIAL INTEREST IN GERIATRIC EM,Consultant
786,Medical & Dental,OPHTHALMOLOGY,
787,Medical & Dental,Orthogeriatrics,Specialty Doctor
788,Medical & Dental,Elderly Medicine,Specialty Registrar
789,Medical & Dental,Nephrology,Doctor - Other
790,Medical & Dental,Orthodontics,
791,Medical & Dental,urology,Doctor - Other
792,Medical & Dental,Locum Consultant in Urology,Consultant
793,Medical & Dental,Spinal Cord Injuries,Consultant
794,Medical & Dental,Interventional Radiology,Consultant
795,Medical & Dental,Various Specialties,Consultant
796,Medical & Dental,Intensive Care,Doctor - Other
797,Medical & Dental,Acute Medicine,Doctor - Other
798,Medical & Dental,Medical Microbiology & Infection Prevention and Control,
799,Medical & Dental,Neuroradiology,Consultant
800,Medical & Dental,Diabetes & Endocrinology,Consultant
801,Medical & Dental,Trauma and Orthopaedics - Spines,Specialty Registrar
802,Medical & Dental,Occupational Health Medicine,Doctor - Other
803,Medical & Dental,Learning Disabilities,
804,Medical & Dental,Nephrology,
805,Medical & Dental,"Urgent, Emergency & Trauma",Doctor - Other
806,Medical & Dental,GP,Doctor - Other
807,Medical & Dental,Acute Physician,
808,Medical & Dental,Surgical & Outpatients,Doctor - Other
809,Medical & Dental,Older Persons Mental Health,Consultant
810,Medical & Dental,SSC,Specialty Doctor
811,Medical & Dental,General Paediatrics,Specialty Registrar
812,Medical & Dental,Medicine/Surgery/Paediatrics/A&E/Obs & Gynae,Foundation Doctor
813,Medical & Dental,MEDICAL,
814,Medical & Dental,Specialist Child & Adolescent Mental Health and Early Intervention of Psychosis,Consultant
815,Medical & Dental,Neuro Intensive Care and Anaesthesia,Consultant
816,Medical & Dental,Paediatric Emergency Medicine,Specialty Registrar
817,Medical & Dental,Out of Hours service,Doctor - Other
818,Medical & Dental,Gastroenterology/General Medicine,Consultant
819,Medical & Dental,Consultant Physician in Geriatric Medicine,Consultant
820,Medical & Dental,Haematology Cancer,
821,Medical & Dental,Lung Cancer,
822,Medical & Dental,Cardiopulmonary Transplantation,Specialty Doctor
823,Medical & Dental,Rehabilitation,Consultant
824,Medical & Dental,Stroke,Consultant
825,Medical & Dental,Adult Mental Health,Consultant
826,Medical & Dental,Emergency Medical Services,
827,Medical & Dental,Diagnostic Neuroradiology,Consultant
828,Medical & Dental,Nephrology,Consultant
829,Medical & Dental,Peads,Consultant
830,Medical & Dental,ENT Surgery,Specialty Doctor
831,Medical & Dental,Paediatric Anaesthesia,Consultant
832,Medical & Dental,Elderly Care,Consultant
833,Medical & Dental,Hand Unit,Doctor - Other
834,Medical & Dental,Paediatric Oncology,Consultant
835,Medical & Dental,Older People's Services,Consultant
836,Medical & Dental,Stroke Physician,
837,Medical & Dental,Infection,Consultant
838,Medical & Dental,CYPS,Consultant
839,Medical & Dental,Burn & Plastic Surgery,Doctor - Other
840,Medical & Dental,Prison Healthcare,
841,Medical & Dental,Critical Care,Consultant
842,Medical & Dental,NOC,
843,Medical & Dental,Respiratory & General Medicine,
844,Medical & Dental,Clinical Education and Leadership Fellow,
845,Medical & Dental,Neurosurgery / spinal surgery / trauma,Doctor - Other
846,Medical & Dental,Consultant Paediatric Radiologist,Consultant
847,Medical & Dental,"Emergency Medicine, Acute Medicine, General Internal Medicine, Care of the Elderly and Frailty",
848,Medical & Dental,Geriatrics,
849,Medical & Dental,NHS111/Out of Hours,
850,Medical & Dental,OMFS,Specialty Doctor
851,Medical & Dental,Various Specialties,
852,Medical & Dental,Surgical and Outpatients Division,Foundation Doctor
853,Medical & Dental,Acute medicine,
854,Medical & Dental,Medicine & Gastroenterology,Specialty Registrar
855,Medical & Dental,Clinical Haematology,Specialty Doctor
856,Medical & Dental,PICU,Consultant
857,Medical & Dental,Paediatric Emergency Medicine,Consultant
858,Medical & Dental,Geriatric Medicine,Doctor - Other
859,Medical & Dental,GP Surgery,
860,Medical & Dental,AEC,Specialty Registrar
